study_id,product_tested,ingredient,study_type,control_group,randomized,blinded,sample_size,duration_weeks,primary_endpoint,result_direction,statistical_significance_p,clinical_meaningful,ftc_evidence_tier,standalone_sufficient_for_claim,claim_type_supported,limitations,funding_source,publication_year,journal,ftc_assessment
STU-0188,ProBio+ Daily component,Lactobacillus plantarum 299v,animal_model,NO,NO,NO,424,1,cognitive_performance,negative,0.1529,NO,Tier_3_insufficient,NO,energy_metabolism,healthy volunteers only; industry funded; no control group,Industry (manufacturer),2018,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0189,ProBio+ Daily component,Lactobacillus acidophilus NCFM,RCT,YES,YES,NO,279,5,stool_consistency,negative,0.1819,NO,Tier_2_observational,CONDITIONAL,digestive_health,short duration; healthy volunteers only; small sample size; no product-specific testing,Academic institution,2018,J Clinical Nutrition,Insufficient for digestive_health claim under FTC standards
STU-0190,ProBio+ Daily component,Biotin (D-Biotin),pilot_study,NO,NO,NO,310,15,cognitive_performance,positive,0.2408,NO,Tier_2_pilot,NO,energy_metabolism,no control group; industry funded,EU research fund,2020,NEJM,Insufficient for energy_metabolism claim under FTC standards
STU-0191,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,396,21,skin_hydration,neutral,0.286,NO,Tier_2_pilot,NO,energy_metabolism,no control group; small sample size; industry funded,Academic institution,2021,JAMA,Insufficient for energy_metabolism claim under FTC standards
STU-0192,ProBio+ Daily component,Thiamine HCl,RCT,YES,YES,YES,234,52,bioavailability,positive,0.1204,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,no control group,Academic institution,2017,JAMA,Insufficient for energy_metabolism claim under FTC standards
STU-0193,ProBio+ Daily component,Biotin (D-Biotin),cohort_study,NO,NO,NO,160,27,antioxidant_capacity,positive,0.1161,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,high dropout rate; no blinding,Academic institution,2024,J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0194,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),in_vitro,NO,NO,NO,0,6,antioxidant_capacity,positive,0.1051,NO,Tier_3_insufficient,NO,energy_metabolism,no blinding; no control group; short duration,Industry + independent verification,2016,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0195,ProBio+ Daily component,Bifidobacterium lactis Bi-07,meta_analysis,YES,NO,NO,357,32,bioavailability,positive,0.1805,NO,Tier_1_meta_analysis,YES,energy_metabolism,small sample size; surrogate endpoints only; healthy volunteers only,EU research fund,2019,J Clinical Nutrition,Adequate for energy_metabolism claim under FTC standards
STU-0196,ProBio+ Daily component,Thiamine HCl,RCT,YES,YES,NO,383,37,energy_levels_self_report,positive,0.0874,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,industry funded; high dropout rate,NIH grant,2025,Gut Microbes,Insufficient for energy_metabolism claim under FTC standards
STU-0197,ProBio+ Daily component,Niacin (Niacinamide),cohort_study,NO,NO,NO,263,18,bioavailability,positive,0.1859,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,short duration; healthy volunteers only; industry funded; high dropout rate,Industry + independent verification,2022,NEJM,Insufficient for energy_metabolism claim under FTC standards
STU-0198,ProBio+ Daily component,Biotin (D-Biotin),RCT,YES,YES,YES,210,48,inflammatory_markers,negative,0.0159,NO,Tier_1_RCT,YES,energy_metabolism,high dropout rate,EU research fund,2021,NEJM,Adequate for energy_metabolism claim under FTC standards
STU-0199,ProBio+ Daily component,Folate (L-Methylfolate),open_label_trial,NO,NO,NO,21,18,inflammatory_markers,negative,0.1081,NO,Tier_2_pilot,NO,energy_metabolism,small sample size; no control group; no product-specific testing; short duration,Academic institution,2022,Gut Microbes,Insufficient for energy_metabolism claim under FTC standards
STU-0200,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),consumer_survey,NO,NO,NO,389,45,cognitive_performance,positive,0.2256,NO,Tier_3_insufficient,NO,energy_metabolism,no product-specific testing,EU research fund,2019,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0201,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),cohort_study,NO,NO,NO,350,19,stool_consistency,positive,0.1667,NO,Tier_2_observational,CONDITIONAL,digestive_health,no blinding; single center; small sample size,EU research fund,2015,BMJ Open,Insufficient for digestive_health claim under FTC standards
STU-0202,ProBio+ Daily component,Lactobacillus plantarum 299v,consumer_survey,NO,NO,NO,218,27,cognitive_performance,positive,0.1729,NO,Tier_3_insufficient,NO,energy_metabolism,small sample size; healthy volunteers only; no control group; no blinding,Academic institution,2017,J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0203,ProBio+ Daily component,Bifidobacterium lactis Bi-07,RCT,YES,YES,YES,266,46,NK_cell_activity,positive,0.1009,NO,Tier_2_observational,CONDITIONAL,immune_function,single center; healthy volunteers only; no control group,Industry + independent verification,2022,Nutrients,Insufficient for immune_function claim under FTC standards
STU-0204,ProBio+ Daily component,Biotin (D-Biotin),pilot_study,NO,NO,NO,100,35,bloating_score,positive,0.1301,NO,Tier_2_pilot,NO,digestive_health,no control group; no blinding,EU research fund,2025,NEJM,Insufficient for digestive_health claim under FTC standards
STU-0205,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),RCT,YES,YES,YES,58,45,cognitive_performance,positive,0.1605,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,healthy volunteers only; no control group; high dropout rate,Industry + independent verification,2015,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0206,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),meta_analysis,YES,NO,NO,258,15,stool_consistency,neutral,0.2777,NO,Tier_1_meta_analysis,YES,digestive_health,short duration; no product-specific testing; no control group; small sample size,Academic institution,2021,BMJ Open,Adequate for digestive_health claim under FTC standards
STU-0207,ProBio+ Daily component,Thiamine HCl,meta_analysis,YES,NO,NO,285,14,stool_consistency,positive,0.0769,NO,Tier_1_meta_analysis,YES,digestive_health,no product-specific testing,EU research fund,2025,J Functional Foods,Adequate for digestive_health claim under FTC standards
STU-0208,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,150,11,antioxidant_capacity,negative,0.0685,NO,Tier_2_pilot,NO,energy_metabolism,industry funded; small sample size,EU research fund,2020,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0209,ProBio+ Daily component,Lactobacillus rhamnosus GG,meta_analysis,YES,NO,NO,127,27,skin_hydration,neutral,0.7958,NO,Tier_1_meta_analysis,YES,energy_metabolism,no product-specific testing; no blinding; single center; no control group,Academic institution,2020,J Clinical Nutrition,Adequate for energy_metabolism claim under FTC standards
STU-0210,ProBio+ Daily component,Folate (L-Methylfolate),consumer_survey,NO,NO,NO,212,21,skin_hydration,positive,0.1217,NO,Tier_3_insufficient,NO,energy_metabolism,no blinding,Industry (manufacturer),2021,Gut Microbes,Insufficient for energy_metabolism claim under FTC standards
STU-0211,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,85,24,immune_markers_IgA,positive,0.1149,NO,Tier_2_pilot,NO,immune_function,surrogate endpoints only; short duration; no product-specific testing,EU research fund,2023,J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0212,ProBio+ Daily component,Lactobacillus rhamnosus GG,meta_analysis,YES,NO,NO,371,45,bioavailability,positive,0.0577,NO,Tier_1_meta_analysis,YES,energy_metabolism,healthy volunteers only,Academic institution,2015,Nutrients,Adequate for energy_metabolism claim under FTC standards
STU-0213,ProBio+ Daily component,Thiamine HCl,consumer_survey,NO,NO,NO,273,28,bloating_score,positive,0.0618,NO,Tier_3_insufficient,NO,digestive_health,healthy volunteers only; no control group; short duration; small sample size,Academic institution,2023,JAMA,Insufficient for digestive_health claim under FTC standards
STU-0214,ProBio+ Daily component,Niacin (Niacinamide),meta_analysis,YES,NO,NO,263,35,NK_cell_activity,positive,0.1178,NO,Tier_1_meta_analysis,YES,immune_function,small sample size; single center,Industry (manufacturer),2018,Food Research International,Adequate for immune_function claim under FTC standards
STU-0215,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),pilot_study,NO,NO,NO,322,19,URTI_frequency,positive,0.2418,NO,Tier_2_pilot,NO,energy_metabolism,no product-specific testing; short duration; surrogate endpoints only; single center,Industry + independent verification,2022,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0216,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),open_label_trial,NO,NO,NO,310,4,gut_microbiome_diversity,negative,0.0964,NO,Tier_2_pilot,NO,digestive_health,short duration; no product-specific testing; small sample size; no control group,Industry (manufacturer),2024,J Functional Foods,Insufficient for digestive_health claim under FTC standards
STU-0217,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),in_vitro,NO,NO,NO,0,2,stool_consistency,positive,0.156,NO,Tier_3_insufficient,NO,digestive_health,no blinding; no product-specific testing,Academic institution,2024,Gut Microbes,Insufficient for digestive_health claim under FTC standards
STU-0218,ProBio+ Daily component,Niacin (Niacinamide),open_label_trial,NO,NO,NO,314,15,URTI_frequency,positive,0.134,NO,Tier_2_pilot,NO,energy_metabolism,surrogate endpoints only; healthy volunteers only,Industry + independent verification,2018,NEJM,Insufficient for energy_metabolism claim under FTC standards
STU-0219,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),cohort_study,NO,NO,NO,356,19,gut_microbiome_diversity,neutral,0.3257,NO,Tier_2_observational,CONDITIONAL,digestive_health,no control group,Industry + independent verification,2020,Gut Microbes,Insufficient for digestive_health claim under FTC standards
STU-0220,ProBio+ Daily component,Folate (L-Methylfolate),meta_analysis,YES,NO,NO,243,27,bloating_score,positive,0.2401,NO,Tier_1_meta_analysis,YES,digestive_health,healthy volunteers only; high dropout rate; no product-specific testing,EU research fund,2025,Nutrients,Adequate for digestive_health claim under FTC standards
STU-0221,ProBio+ Daily component,Lactobacillus rhamnosus GG,animal_model,NO,NO,NO,274,4,energy_levels_self_report,positive,0.0157,NO,Tier_3_insufficient,NO,energy_metabolism,single center; no product-specific testing,Academic institution,2018,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0222,ProBio+ Daily component,Lactobacillus acidophilus NCFM,cohort_study,NO,NO,NO,449,16,NK_cell_activity,neutral,0.3695,NO,Tier_2_observational,CONDITIONAL,immune_function,short duration; no control group; industry funded,Industry (manufacturer),2022,NEJM,Insufficient for immune_function claim under FTC standards
STU-0223,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),pilot_study,NO,NO,NO,400,22,URTI_frequency,negative,0.0356,NO,Tier_2_pilot,NO,energy_metabolism,no blinding; surrogate endpoints only; small sample size; no control group,NIH grant,2021,JAMA,Insufficient for energy_metabolism claim under FTC standards
STU-0224,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),open_label_trial,NO,NO,NO,375,20,gut_microbiome_diversity,positive,0.1836,NO,Tier_2_pilot,NO,digestive_health,small sample size; no blinding,NIH grant,2022,Probiotics & Antimicrobials,Insufficient for digestive_health claim under FTC standards
STU-0225,ProBio+ Daily component,Lactobacillus acidophilus NCFM,meta_analysis,YES,NO,NO,328,48,skin_hydration,positive,0.0785,NO,Tier_1_meta_analysis,YES,energy_metabolism,no blinding; short duration; single center,Industry (manufacturer),2022,Food Research International,Adequate for energy_metabolism claim under FTC standards
STU-0226,ProBio+ Daily component,Thiamine HCl,in_vitro,NO,NO,NO,0,6,gut_microbiome_diversity,positive,0.1131,NO,Tier_3_insufficient,NO,digestive_health,small sample size,EU research fund,2025,J Clinical Nutrition,Insufficient for digestive_health claim under FTC standards
STU-0227,ProBio+ Daily component,Lactobacillus plantarum 299v,consumer_survey,NO,NO,NO,46,20,antioxidant_capacity,positive,0.0486,NO,Tier_3_insufficient,NO,energy_metabolism,healthy volunteers only; industry funded; high dropout rate; surrogate endpoints only,Industry + independent verification,2025,J Functional Foods,Insufficient for energy_metabolism claim under FTC standards
STU-0228,ProBio+ Daily component,Lactobacillus rhamnosus GG,in_vitro,NO,NO,NO,0,3,gut_microbiome_diversity,positive,0.1329,NO,Tier_3_insufficient,NO,digestive_health,industry funded; no control group; single center,Industry (manufacturer),2018,J Clinical Nutrition,Insufficient for digestive_health claim under FTC standards
STU-0229,ProBio+ Daily component,Lactobacillus acidophilus NCFM,in_vitro,NO,NO,NO,0,2,cognitive_performance,negative,0.1233,NO,Tier_3_insufficient,NO,energy_metabolism,no product-specific testing; high dropout rate; no blinding,Academic institution,2019,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0230,ProBio+ Daily component,Folate (L-Methylfolate),meta_analysis,YES,NO,NO,271,31,gut_microbiome_diversity,positive,0.0518,NO,Tier_1_meta_analysis,YES,digestive_health,surrogate endpoints only,NIH grant,2021,Nutrients,Adequate for digestive_health claim under FTC standards
STU-0231,ProBio+ Daily component,Lactobacillus plantarum 299v,cohort_study,NO,NO,NO,265,34,NK_cell_activity,positive,0.1124,NO,Tier_2_observational,CONDITIONAL,immune_function,small sample size; single center; industry funded,NIH grant,2025,JAMA,Insufficient for immune_function claim under FTC standards
STU-0232,ProBio+ Daily component,Lactobacillus acidophilus NCFM,consumer_survey,NO,NO,NO,368,45,antioxidant_capacity,negative,0.2441,NO,Tier_3_insufficient,NO,energy_metabolism,no blinding; high dropout rate; single center; no control group,Industry (manufacturer),2025,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0233,ProBio+ Daily component,Pantothenic Acid,in_vitro,NO,NO,NO,0,7,energy_levels_self_report,negative,0.2324,NO,Tier_3_insufficient,NO,energy_metabolism,no control group; single center,Industry + independent verification,2015,Gut Microbes,Insufficient for energy_metabolism claim under FTC standards
STU-0234,ProBio+ Daily component,Pantothenic Acid,meta_analysis,YES,NO,NO,291,17,bioavailability,neutral,0.7121,NO,Tier_1_meta_analysis,YES,energy_metabolism,short duration,NIH grant,2017,NEJM,Adequate for energy_metabolism claim under FTC standards
STU-0235,ProBio+ Daily component,Lactobacillus acidophilus NCFM,open_label_trial,NO,NO,NO,202,52,URTI_frequency,positive,0.0795,NO,Tier_2_pilot,NO,energy_metabolism,no product-specific testing,Industry (manufacturer),2018,Gut Microbes,Insufficient for energy_metabolism claim under FTC standards
STU-0236,ProBio+ Daily component,Niacin (Niacinamide),pilot_study,NO,NO,NO,344,12,skin_hydration,neutral,0.3494,NO,Tier_2_pilot,NO,energy_metabolism,short duration; surrogate endpoints only; healthy volunteers only; no control group,Industry (manufacturer),2016,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0237,ProBio+ Daily component,Niacin (Niacinamide),consumer_survey,NO,NO,NO,56,44,inflammatory_markers,positive,0.0255,NO,Tier_3_insufficient,NO,energy_metabolism,no blinding; small sample size; short duration,NIH grant,2018,Gut Microbes,Insufficient for energy_metabolism claim under FTC standards
STU-0238,ProBio+ Daily component,Biotin (D-Biotin),pilot_study,NO,NO,NO,121,6,gut_microbiome_diversity,positive,0.0813,NO,Tier_2_pilot,NO,digestive_health,no blinding; no control group,NIH grant,2022,Probiotics & Antimicrobials,Insufficient for digestive_health claim under FTC standards
STU-0239,ProBio+ Daily component,Thiamine HCl,animal_model,NO,NO,NO,150,2,cognitive_performance,positive,0.245,NO,Tier_3_insufficient,NO,energy_metabolism,industry funded; surrogate endpoints only,Industry (manufacturer),2019,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0240,ProBio+ Daily component,Niacin (Niacinamide),pilot_study,NO,NO,NO,253,7,inflammatory_markers,positive,0.2293,NO,Tier_2_pilot,NO,energy_metabolism,healthy volunteers only; high dropout rate; single center,EU research fund,2024,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0241,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),meta_analysis,YES,NO,NO,144,26,bioavailability,neutral,0.2744,NO,Tier_1_meta_analysis,YES,energy_metabolism,small sample size,Academic institution,2016,J Functional Foods,Adequate for energy_metabolism claim under FTC standards
STU-0242,ProBio+ Daily component,Biotin (D-Biotin),animal_model,NO,NO,NO,112,2,immune_markers_IgA,neutral,0.7661,NO,Tier_3_insufficient,NO,immune_function,healthy volunteers only,Academic institution,2018,J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0243,ProBio+ Daily component,Lactobacillus plantarum 299v,cohort_study,NO,NO,NO,174,12,cognitive_performance,negative,0.0201,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,healthy volunteers only,Academic institution,2019,J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0244,ProBio+ Daily component,Pantothenic Acid,consumer_survey,NO,NO,NO,330,38,immune_markers_IgA,positive,0.1373,NO,Tier_3_insufficient,NO,immune_function,single center; surrogate endpoints only; high dropout rate,Industry + independent verification,2016,JAMA,Insufficient for immune_function claim under FTC standards
STU-0245,ProBio+ Daily component,Lactobacillus rhamnosus GG,RCT,YES,YES,NO,20,9,gut_microbiome_diversity,positive,0.1326,NO,Tier_2_observational,CONDITIONAL,digestive_health,no blinding; single center,Industry (manufacturer),2022,Gut Microbes,Insufficient for digestive_health claim under FTC standards
STU-0246,ProBio+ Daily component,Bifidobacterium lactis Bi-07,animal_model,NO,NO,NO,181,8,stool_consistency,positive,0.0499,NO,Tier_3_insufficient,NO,digestive_health,healthy volunteers only; no control group,Industry (manufacturer),2020,Probiotics & Antimicrobials,Insufficient for digestive_health claim under FTC standards
STU-0247,ProBio+ Daily component,Biotin (D-Biotin),in_vitro,NO,NO,NO,0,4,stool_consistency,neutral,0.4705,NO,Tier_3_insufficient,NO,digestive_health,short duration; industry funded,Academic institution,2019,JAMA,Insufficient for digestive_health claim under FTC standards
STU-0248,ProBio+ Daily component,Lactobacillus rhamnosus GG,RCT,YES,YES,YES,141,45,immune_markers_IgA,positive,0.2083,NO,Tier_2_observational,CONDITIONAL,immune_function,healthy volunteers only,EU research fund,2025,BMJ Open,Insufficient for immune_function claim under FTC standards
STU-0249,ProBio+ Daily component,Biotin (D-Biotin),in_vitro,NO,NO,NO,0,7,antioxidant_capacity,positive,0.1281,NO,Tier_3_insufficient,NO,energy_metabolism,small sample size; no control group; high dropout rate,Academic institution,2020,JAMA,Insufficient for energy_metabolism claim under FTC standards
STU-0250,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),consumer_survey,NO,NO,NO,102,48,stool_consistency,positive,0.158,NO,Tier_3_insufficient,NO,digestive_health,single center; short duration; healthy volunteers only; industry funded,Industry (manufacturer),2021,BMJ Open,Insufficient for digestive_health claim under FTC standards
STU-0251,ProBio+ Daily component,Pantothenic Acid,RCT,YES,YES,YES,226,43,bioavailability,positive,0.0768,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,single center; high dropout rate,Industry + independent verification,2018,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0252,ProBio+ Daily component,Thiamine HCl,pilot_study,NO,NO,NO,233,40,skin_hydration,positive,0.0354,NO,Tier_2_pilot,NO,energy_metabolism,high dropout rate; industry funded; no product-specific testing; single center,Industry (manufacturer),2020,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0253,ProBio+ Daily component,Lactobacillus rhamnosus GG,RCT,YES,YES,YES,74,29,inflammatory_markers,positive,0.175,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,no control group,EU research fund,2024,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0254,ProBio+ Daily component,Bifidobacterium lactis Bi-07,animal_model,NO,NO,NO,181,7,bioavailability,neutral,0.4652,NO,Tier_3_insufficient,NO,energy_metabolism,small sample size,NIH grant,2018,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0255,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,252,44,antioxidant_capacity,positive,0.0502,NO,Tier_2_pilot,NO,energy_metabolism,no blinding; industry funded; single center; short duration,NIH grant,2025,JAMA,Insufficient for energy_metabolism claim under FTC standards
STU-0256,ProBio+ Daily component,Niacin (Niacinamide),RCT,YES,YES,YES,177,25,gut_microbiome_diversity,positive,0.2189,NO,Tier_2_observational,CONDITIONAL,digestive_health,industry funded; no product-specific testing,Industry (manufacturer),2016,Food Research International,Insufficient for digestive_health claim under FTC standards
STU-0257,ProBio+ Daily component,Thiamine HCl,open_label_trial,NO,NO,NO,293,40,bioavailability,positive,0.1572,NO,Tier_2_pilot,NO,energy_metabolism,no control group; industry funded,Industry + independent verification,2020,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0258,ProBio+ Daily component,Pantothenic Acid,open_label_trial,NO,NO,NO,81,40,antioxidant_capacity,negative,0.0405,NO,Tier_2_pilot,NO,energy_metabolism,high dropout rate; short duration,NIH grant,2016,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0259,ProBio+ Daily component,Biotin (D-Biotin),open_label_trial,NO,NO,NO,221,27,cognitive_performance,positive,0.0983,NO,Tier_2_pilot,NO,energy_metabolism,single center,Academic institution,2025,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0260,ProBio+ Daily component,Bifidobacterium lactis Bi-07,consumer_survey,NO,NO,NO,128,45,bioavailability,negative,0.2432,NO,Tier_3_insufficient,NO,energy_metabolism,no blinding; single center; no control group,Industry (manufacturer),2021,J Functional Foods,Insufficient for energy_metabolism claim under FTC standards
STU-0261,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),consumer_survey,NO,NO,NO,44,25,cognitive_performance,neutral,0.1921,NO,Tier_3_insufficient,NO,energy_metabolism,high dropout rate; surrogate endpoints only; single center; short duration,Industry + independent verification,2019,J Functional Foods,Insufficient for energy_metabolism claim under FTC standards
STU-0262,ProBio+ Daily component,Lactobacillus rhamnosus GG,animal_model,NO,NO,NO,105,7,bioavailability,positive,0.1768,NO,Tier_3_insufficient,NO,energy_metabolism,no control group; single center; no blinding; high dropout rate,Industry (manufacturer),2021,NEJM,Insufficient for energy_metabolism claim under FTC standards
STU-0263,ProBio+ Daily component,Bifidobacterium lactis Bi-07,pilot_study,NO,NO,NO,409,52,immune_markers_IgA,negative,0.1778,NO,Tier_2_pilot,NO,immune_function,small sample size; industry funded; short duration; no blinding,EU research fund,2017,Am J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0264,ProBio+ Daily component,Thiamine HCl,consumer_survey,NO,NO,NO,152,50,NK_cell_activity,positive,0.1493,NO,Tier_3_insufficient,NO,immune_function,no product-specific testing; single center; short duration,EU research fund,2022,Probiotics & Antimicrobials,Insufficient for immune_function claim under FTC standards
STU-0265,ProBio+ Daily component,Thiamine HCl,meta_analysis,YES,NO,NO,25,46,NK_cell_activity,positive,0.1499,NO,Tier_1_meta_analysis,YES,immune_function,surrogate endpoints only,EU research fund,2018,Probiotics & Antimicrobials,Adequate for immune_function claim under FTC standards
STU-0266,ProBio+ Daily component,Lactobacillus acidophilus NCFM,meta_analysis,YES,NO,NO,183,22,energy_levels_self_report,positive,0.1135,NO,Tier_1_meta_analysis,YES,energy_metabolism,single center; high dropout rate; surrogate endpoints only,Academic institution,2019,Probiotics & Antimicrobials,Adequate for energy_metabolism claim under FTC standards
STU-0267,ProBio+ Daily component,Pantothenic Acid,open_label_trial,NO,NO,NO,343,18,cognitive_performance,positive,0.0803,NO,Tier_2_pilot,NO,energy_metabolism,short duration; healthy volunteers only; no control group,Industry (manufacturer),2024,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0268,ProBio+ Daily component,Riboflavin,in_vitro,NO,NO,NO,0,7,NK_cell_activity,positive,0.0351,NO,Tier_3_insufficient,NO,immune_function,no blinding,Industry + independent verification,2017,Probiotics & Antimicrobials,Insufficient for immune_function claim under FTC standards
STU-0269,ProBio+ Daily component,Pantothenic Acid,RCT,YES,YES,YES,328,26,gut_microbiome_diversity,positive,0.0892,NO,Tier_2_observational,CONDITIONAL,digestive_health,healthy volunteers only,NIH grant,2025,Food Research International,Insufficient for digestive_health claim under FTC standards
STU-0270,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,449,17,inflammatory_markers,negative,0.1023,NO,Tier_2_pilot,NO,energy_metabolism,small sample size; no blinding; healthy volunteers only; short duration,NIH grant,2019,J Functional Foods,Insufficient for energy_metabolism claim under FTC standards
STU-0271,ProBio+ Daily component,Pantothenic Acid,RCT,YES,YES,YES,260,8,stool_consistency,positive,0.0515,NO,Tier_2_observational,CONDITIONAL,digestive_health,no control group; surrogate endpoints only,NIH grant,2015,J Functional Foods,Insufficient for digestive_health claim under FTC standards
STU-0272,ProBio+ Daily component,Niacin (Niacinamide),RCT,YES,YES,YES,269,42,skin_hydration,positive,0.0705,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,healthy volunteers only; single center; no product-specific testing; high dropout rate,Industry + independent verification,2025,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0273,ProBio+ Daily component,Pantothenic Acid,in_vitro,NO,NO,NO,0,8,cognitive_performance,positive,0.1369,NO,Tier_3_insufficient,NO,energy_metabolism,no product-specific testing; no control group; small sample size,NIH grant,2017,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0274,ProBio+ Daily component,Pantothenic Acid,consumer_survey,NO,NO,NO,84,40,immune_markers_IgA,neutral,0.1082,NO,Tier_3_insufficient,NO,immune_function,industry funded; no blinding,Academic institution,2022,Gut Microbes,Insufficient for immune_function claim under FTC standards
STU-0275,ProBio+ Daily component,Biotin (D-Biotin),cohort_study,NO,NO,NO,401,41,immune_markers_IgA,neutral,0.6606,NO,Tier_2_observational,CONDITIONAL,immune_function,no control group; high dropout rate; small sample size,EU research fund,2023,Nutrients,Insufficient for immune_function claim under FTC standards
STU-0276,ProBio+ Daily component,Lactobacillus plantarum 299v,consumer_survey,NO,NO,NO,69,44,energy_levels_self_report,positive,0.0508,NO,Tier_3_insufficient,NO,energy_metabolism,no control group; small sample size; high dropout rate; short duration,Academic institution,2016,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0277,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),RCT,YES,YES,YES,357,33,NK_cell_activity,negative,0.1247,NO,Tier_2_observational,CONDITIONAL,immune_function,industry funded; small sample size; no blinding,Industry + independent verification,2015,Nutrients,Insufficient for immune_function claim under FTC standards
STU-0278,ProBio+ Daily component,Biotin (D-Biotin),cohort_study,NO,NO,NO,444,6,cognitive_performance,negative,0.0809,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,healthy volunteers only; short duration,Academic institution,2015,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0279,ProBio+ Daily component,Biotin (D-Biotin),animal_model,NO,NO,NO,284,1,energy_levels_self_report,positive,0.2189,NO,Tier_3_insufficient,NO,energy_metabolism,no product-specific testing; high dropout rate; healthy volunteers only; no control group,Industry (manufacturer),2021,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0280,ProBio+ Daily component,Biotin (D-Biotin),pilot_study,NO,NO,NO,98,20,energy_levels_self_report,negative,0.1322,NO,Tier_2_pilot,NO,energy_metabolism,short duration; no blinding; high dropout rate,Industry (manufacturer),2021,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0281,ProBio+ Daily component,Lactobacillus acidophilus NCFM,pilot_study,NO,NO,NO,269,15,URTI_frequency,positive,0.1597,NO,Tier_2_pilot,NO,energy_metabolism,single center; short duration; no product-specific testing,EU research fund,2015,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0282,ProBio+ Daily component,Pantothenic Acid,animal_model,NO,NO,NO,414,4,bloating_score,neutral,0.1224,NO,Tier_3_insufficient,NO,digestive_health,high dropout rate; single center,Industry + independent verification,2016,JAMA,Insufficient for digestive_health claim under FTC standards
