finding_id,activity_id,article,severity,status,description
F-0226,ACT-029,Art. 12(3),LOW,REMEDIATED,Activity 'Enterprise SSO Integration' assessed against Art. 12(3): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0227,ACT-029,Art. 5(2),MEDIUM,IN_PROGRESS,Activity 'Enterprise SSO Integration' assessed against Art. 5(2): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0228,ACT-029,Art. 5(1)(e),HIGH,OPEN,Activity 'Enterprise SSO Integration' assessed against Art. 5(1)(e): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0229,ACT-029,Art. 30(1),LOW,REMEDIATED,Activity 'Enterprise SSO Integration' assessed against Art. 30(1): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0230,ACT-029,Art. 28(3),MEDIUM,IN_PROGRESS,Activity 'Enterprise SSO Integration' assessed against Art. 28(3): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0231,ACT-029,Art. 32(1),HIGH,OPEN,Activity 'Enterprise SSO Integration' assessed against Art. 32(1): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0232,ACT-029,Art. 9,LOW,REMEDIATED,Activity 'Enterprise SSO Integration' assessed against Art. 9: documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0233,ACT-030,Art. 12(3),LOW,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 12(3): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0234,ACT-030,Art. 5(2),MEDIUM,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 5(2): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0235,ACT-030,Art. 5(1)(e),HIGH,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 5(1)(e): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0236,ACT-030,Art. 30(1),LOW,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 30(1): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0237,ACT-030,Art. 28(3),MEDIUM,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 28(3): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0238,ACT-030,Art. 32(1),HIGH,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 32(1): documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0239,ACT-030,Art. 9,LOW,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 9: documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
F-0240,ACT-030,Art. 44,MEDIUM,OPEN,Activity 'Geolocation-based Compliance' assessed against Art. 44: documented control reviewed by the auditor; remediation owner assigned and tracked to a target date; residual exposure mapped to the applicable Art. 83 fining tier and recorded in the compliance summary.
