company_id,company_name,industry_segment,notice_received_date,notice_type,violations_alleged,penalty_per_violation_usd,total_penalty_usd,resolution_type,resolution_date,consent_order_provisions,advertising_claims_flagged,evidence_standard_failed,disclosure_issues,status
CO-0317,Supplement Co. 317,immune_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-12-09,None,fake reviews; scientifically proven without evidence; undisclosed paid endorsement; Made in USA false claim,RCT required but not available,NO,PENDING
CO-0318,Supplement Co. 318,energy_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),6,51744.0,258720.0,civil_penalty_settlement,2024-01-07,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; preliminary studies (prohibited qualifier); scientifically proven without evidence; fake reviews; review suppression; biodegradable false claim,RCT required but not available,NO,OPEN
CO-0319,Supplement Co. 319,beauty_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),3,51744.0,258720.0,civil_penalty_settlement,2024-07-08,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; Made in USA false claim; promising results (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0320,Supplement Co. 320,weight_loss_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),7,51744.0,258720.0,civil_penalty_settlement,2024-06-18,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; Made in USA false claim; results not typical disclaimer; scientifically proven without evidence; preliminary studies (prohibited qualifier); fake reviews; undisclosed paid endorsement,RCT required but not available,YES,PENDING
CO-0321,Supplement Co. 321,energy_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-11-10,None,scientifically proven without evidence; results not typical disclaimer; biodegradable false claim; may help support (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0322,Supplement Co. 322,energy_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,consent_order,2024-07-12,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; review suppression; insider reviews undisclosed; preliminary studies (prohibited qualifier); promising results (prohibited qualifier); biodegradable false claim; scientifically proven without evidence,RCT required but not available,YES,RESOLVED
CO-0323,Supplement Co. 323,probiotic_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,ongoing_investigation,2024-11-24,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; may help support (prohibited qualifier); results not typical disclaimer; Made in USA false claim; insider reviews undisclosed; undisclosed paid endorsement; biodegradable false claim; preliminary studies (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0324,Supplement Co. 324,immune_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),3,51744.0,362208.0,civil_penalty_settlement,2024-11-10,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); promising results (prohibited qualifier); insider reviews undisclosed,RCT required but not available,YES,RESOLVED
CO-0325,Supplement Co. 325,anti_aging_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,consent_order,2024-10-06,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; scientifically proven without evidence; review suppression; biodegradable false claim,RCT required but not available,YES,PENDING
CO-0326,Supplement Co. 326,cognitive_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),1,51744.0,413952.0,civil_penalty_settlement,2024-02-05,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT,RCT required but not available,YES,RESOLVED
CO-0327,Supplement Co. 327,probiotic_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,ongoing_investigation,2024-12-03,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); scientifically proven without evidence; biodegradable false claim; clinically demonstrated without RCT; review suppression; results not typical disclaimer; preliminary studies (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0328,Supplement Co. 328,beauty_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),7,51744.0,258720.0,civil_penalty_settlement,2024-11-18,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; review suppression; Made in USA false claim; results not typical disclaimer; insider reviews undisclosed; scientifically proven without evidence; fake reviews,RCT required but not available,YES,RESOLVED
CO-0329,Supplement Co. 329,immune_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,ongoing_investigation,2024-02-09,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); insider reviews undisclosed; preliminary studies (prohibited qualifier); promising results (prohibited qualifier); scientifically proven without evidence; results not typical disclaimer; fake reviews,RCT required but not available,NO,PENDING
CO-0330,Supplement Co. 330,sleep_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,consent_order,2024-09-14,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim,RCT required but not available,NO,OPEN
CO-0331,Supplement Co. 331,digestive_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,no_action_letter,2024-11-25,None,Made in USA false claim; promising results (prohibited qualifier); insider reviews undisclosed,RCT required but not available,YES,RESOLVED
CO-0332,Supplement Co. 332,weight_loss_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-05-23,None,preliminary studies (prohibited qualifier); clinically demonstrated without RCT; review suppression; may help support (prohibited qualifier); Made in USA false claim; undisclosed paid endorsement; results not typical disclaimer,RCT required but not available,NO,RESOLVED
CO-0333,Supplement Co. 333,cognitive_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-05-07,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; fake reviews,RCT required but not available,NO,PENDING
CO-0334,Supplement Co. 334,probiotic_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),8,51744.0,413952.0,civil_penalty_settlement,2024-04-19,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); review suppression; scientifically proven without evidence; results not typical disclaimer; insider reviews undisclosed; Made in USA false claim; undisclosed paid endorsement; may help support (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0335,Supplement Co. 335,beauty_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,consent_order,2024-01-02,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; insider reviews undisclosed; results not typical disclaimer; biodegradable false claim; promising results (prohibited qualifier); review suppression; undisclosed paid endorsement,RCT required but not available,YES,RESOLVED
CO-0336,Supplement Co. 336,anti_aging_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,no_action_letter,2024-01-05,None,preliminary studies (prohibited qualifier); biodegradable false claim; may help support (prohibited qualifier); scientifically proven without evidence; insider reviews undisclosed,RCT required but not available,YES,OPEN
CO-0337,Supplement Co. 337,beauty_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-01-20,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement,RCT required but not available,NO,PENDING
CO-0338,Supplement Co. 338,probiotic_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-10-06,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; results not typical disclaimer; undisclosed paid endorsement; may help support (prohibited qualifier); fake reviews; preliminary studies (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0339,Supplement Co. 339,energy_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),6,51744.0,206976.0,civil_penalty_settlement,2024-03-21,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; undisclosed paid endorsement; Made in USA false claim; promising results (prohibited qualifier); scientifically proven without evidence; results not typical disclaimer,RCT required but not available,YES,PENDING
CO-0340,Supplement Co. 340,cognitive_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-05-05,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; results not typical disclaimer; undisclosed paid endorsement; preliminary studies (prohibited qualifier); may help support (prohibited qualifier); insider reviews undisclosed,RCT required but not available,YES,OPEN
CO-0341,Supplement Co. 341,cognitive_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,no_action_letter,2024-09-05,None,may help support (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0342,Supplement Co. 342,energy_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,no_action_letter,2024-12-11,None,results not typical disclaimer,RCT required but not available,YES,RESOLVED
CO-0343,Supplement Co. 343,weight_loss_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-03-14,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; biodegradable false claim; insider reviews undisclosed; fake reviews; promising results (prohibited qualifier); preliminary studies (prohibited qualifier); review suppression,RCT required but not available,NO,RESOLVED
CO-0344,Supplement Co. 344,energy_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,no_action_letter,2024-03-01,None,clinically demonstrated without RCT; fake reviews; undisclosed paid endorsement; promising results (prohibited qualifier); Made in USA false claim; preliminary studies (prohibited qualifier); scientifically proven without evidence; insider reviews undisclosed,RCT required but not available,NO,RESOLVED
CO-0345,Supplement Co. 345,energy_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),2,51744.0,362208.0,civil_penalty_settlement,2024-05-02,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); fake reviews,RCT required but not available,YES,PENDING
CO-0346,Supplement Co. 346,cognitive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,no_action_letter,2024-12-13,None,promising results (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0347,Supplement Co. 347,sleep_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-03-12,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; preliminary studies (prohibited qualifier); promising results (prohibited qualifier); insider reviews undisclosed; scientifically proven without evidence; review suppression,RCT required but not available,YES,RESOLVED
CO-0348,Supplement Co. 348,anti_aging_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-06-05,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0349,Supplement Co. 349,digestive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,ongoing_investigation,2024-06-22,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; clinically demonstrated without RCT; promising results (prohibited qualifier); preliminary studies (prohibited qualifier); Made in USA false claim,RCT required but not available,NO,OPEN
CO-0350,Supplement Co. 350,beauty_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),3,51744.0,724416.0,civil_penalty_settlement,2024-09-03,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; may help support (prohibited qualifier); promising results (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0351,Supplement Co. 351,beauty_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-06-02,None,promising results (prohibited qualifier); preliminary studies (prohibited qualifier); may help support (prohibited qualifier); insider reviews undisclosed,RCT required but not available,YES,RESOLVED
CO-0352,Supplement Co. 352,digestive_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),2,51744.0,724416.0,civil_penalty_settlement,2024-06-11,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; fake reviews,RCT required but not available,NO,PENDING
CO-0353,Supplement Co. 353,beauty_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,no_action_letter,2024-12-20,None,undisclosed paid endorsement; may help support (prohibited qualifier); fake reviews; Made in USA false claim; promising results (prohibited qualifier); scientifically proven without evidence,RCT required but not available,NO,PENDING
CO-0354,Supplement Co. 354,energy_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-06-13,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); preliminary studies (prohibited qualifier); scientifically proven without evidence; Made in USA false claim; review suppression; undisclosed paid endorsement,RCT required but not available,NO,RESOLVED
CO-0355,Supplement Co. 355,probiotic_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-05-02,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; undisclosed paid endorsement,RCT required but not available,NO,PENDING
CO-0356,Supplement Co. 356,weight_loss_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),1,51744.0,258720.0,civil_penalty_settlement,2024-12-10,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer,RCT required but not available,YES,OPEN
CO-0357,Supplement Co. 357,probiotic_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-10-07,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; clinically demonstrated without RCT; undisclosed paid endorsement; review suppression; preliminary studies (prohibited qualifier); Made in USA false claim; insider reviews undisclosed,RCT required but not available,NO,RESOLVED
CO-0358,Supplement Co. 358,sleep_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),2,51744.0,776160.0,civil_penalty_settlement,2024-05-16,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; undisclosed paid endorsement,RCT required but not available,YES,OPEN
CO-0359,Supplement Co. 359,weight_loss_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-12-13,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; may help support (prohibited qualifier); clinically demonstrated without RCT; results not typical disclaimer; scientifically proven without evidence; preliminary studies (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0360,Supplement Co. 360,weight_loss_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,consent_order,2024-06-20,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; may help support (prohibited qualifier); scientifically proven without evidence; clinically demonstrated without RCT; insider reviews undisclosed; biodegradable false claim; undisclosed paid endorsement,RCT required but not available,NO,PENDING
CO-0361,Supplement Co. 361,probiotic_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,no_action_letter,2024-07-21,None,promising results (prohibited qualifier); scientifically proven without evidence,RCT required but not available,NO,OPEN
CO-0362,Supplement Co. 362,energy_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-08-21,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; biodegradable false claim; scientifically proven without evidence; Made in USA false claim,RCT required but not available,YES,RESOLVED
CO-0363,Supplement Co. 363,sleep_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-07-26,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); review suppression; preliminary studies (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0364,Supplement Co. 364,probiotic_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,no_action_letter,2024-08-26,None,review suppression; scientifically proven without evidence,RCT required but not available,YES,RESOLVED
CO-0365,Supplement Co. 365,probiotic_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-11-07,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); scientifically proven without evidence; clinically demonstrated without RCT; preliminary studies (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0366,Supplement Co. 366,probiotic_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,consent_order,2024-11-11,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; undisclosed paid endorsement; review suppression; clinically demonstrated without RCT; fake reviews; biodegradable false claim; promising results (prohibited qualifier); preliminary studies (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0367,Supplement Co. 367,digestive_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),2,51744.0,672672.0,civil_penalty_settlement,2024-04-19,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); scientifically proven without evidence,RCT required but not available,YES,RESOLVED
CO-0368,Supplement Co. 368,weight_loss_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-04-20,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; clinically demonstrated without RCT; promising results (prohibited qualifier); fake reviews,RCT required but not available,YES,RESOLVED
CO-0369,Supplement Co. 369,weight_loss_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,ongoing_investigation,2024-02-03,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; review suppression; undisclosed paid endorsement; may help support (prohibited qualifier); fake reviews; promising results (prohibited qualifier); scientifically proven without evidence,RCT required but not available,YES,OPEN
CO-0370,Supplement Co. 370,energy_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-02-26,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0371,Supplement Co. 371,immune_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-11-07,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; biodegradable false claim; scientifically proven without evidence; Made in USA false claim; review suppression; insider reviews undisclosed,RCT required but not available,YES,PENDING
CO-0372,Supplement Co. 372,anti_aging_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-06-19,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; biodegradable false claim; clinically demonstrated without RCT; insider reviews undisclosed; results not typical disclaimer; preliminary studies (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0373,Supplement Co. 373,probiotic_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-04-05,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; preliminary studies (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0374,Supplement Co. 374,anti_aging_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,voluntary_correction,2024-10-23,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim,RCT required but not available,YES,RESOLVED
CO-0375,Supplement Co. 375,energy_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-08-01,None,insider reviews undisclosed; promising results (prohibited qualifier); biodegradable false claim; clinically demonstrated without RCT,RCT required but not available,NO,OPEN
CO-0376,Supplement Co. 376,energy_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-10-08,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; promising results (prohibited qualifier); Made in USA false claim; preliminary studies (prohibited qualifier); biodegradable false claim; undisclosed paid endorsement,RCT required but not available,YES,OPEN
CO-0377,Supplement Co. 377,digestive_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-05-17,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed,RCT required but not available,NO,RESOLVED
CO-0378,Supplement Co. 378,cognitive_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-01-02,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; preliminary studies (prohibited qualifier); biodegradable false claim; undisclosed paid endorsement,RCT required but not available,NO,OPEN
CO-0379,Supplement Co. 379,anti_aging_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-09-04,None,fake reviews; results not typical disclaimer; scientifically proven without evidence; promising results (prohibited qualifier); Made in USA false claim; biodegradable false claim; preliminary studies (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0380,Supplement Co. 380,energy_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-07-04,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); Made in USA false claim; preliminary studies (prohibited qualifier); promising results (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0381,Supplement Co. 381,anti_aging_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-02-03,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; results not typical disclaimer; scientifically proven without evidence; undisclosed paid endorsement; clinically demonstrated without RCT; Made in USA false claim; fake reviews,RCT required but not available,NO,PENDING
CO-0382,Supplement Co. 382,probiotic_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,ongoing_investigation,2024-12-10,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; fake reviews; may help support (prohibited qualifier); clinically demonstrated without RCT; review suppression; preliminary studies (prohibited qualifier); scientifically proven without evidence; results not typical disclaimer,RCT required but not available,YES,OPEN
CO-0383,Supplement Co. 383,weight_loss_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-07-18,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; may help support (prohibited qualifier); undisclosed paid endorsement; insider reviews undisclosed,RCT required but not available,NO,RESOLVED
CO-0384,Supplement Co. 384,anti_aging_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,voluntary_correction,2024-04-20,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim,RCT required but not available,NO,PENDING
CO-0385,Supplement Co. 385,sleep_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-04-09,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; clinically demonstrated without RCT,RCT required but not available,YES,OPEN
CO-0386,Supplement Co. 386,probiotic_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,voluntary_correction,2024-06-07,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews,RCT required but not available,YES,RESOLVED
CO-0387,Supplement Co. 387,energy_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),2,51744.0,620928.0,civil_penalty_settlement,2024-03-27,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; undisclosed paid endorsement,RCT required but not available,NO,PENDING
CO-0388,Supplement Co. 388,immune_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-02-21,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; Made in USA false claim; undisclosed paid endorsement; biodegradable false claim; insider reviews undisclosed; review suppression,RCT required but not available,YES,OPEN
CO-0389,Supplement Co. 389,cognitive_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,voluntary_correction,2024-11-10,Prohibition on further violations; compliance monitoring; consumer redress,review suppression,RCT required but not available,NO,RESOLVED
CO-0390,Supplement Co. 390,anti_aging_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,no_action_letter,2024-08-22,None,biodegradable false claim; clinically demonstrated without RCT; may help support (prohibited qualifier); Made in USA false claim; preliminary studies (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0391,Supplement Co. 391,weight_loss_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-10-13,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; scientifically proven without evidence; may help support (prohibited qualifier); results not typical disclaimer; insider reviews undisclosed,RCT required but not available,NO,OPEN
CO-0392,Supplement Co. 392,anti_aging_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,no_action_letter,2024-09-27,None,undisclosed paid endorsement; results not typical disclaimer; promising results (prohibited qualifier); review suppression; Made in USA false claim,RCT required but not available,YES,OPEN
CO-0393,Supplement Co. 393,beauty_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-04-10,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; undisclosed paid endorsement; preliminary studies (prohibited qualifier); results not typical disclaimer; may help support (prohibited qualifier); clinically demonstrated without RCT; fake reviews,RCT required but not available,NO,OPEN
CO-0394,Supplement Co. 394,probiotic_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-03-27,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; biodegradable false claim; undisclosed paid endorsement; may help support (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0395,Supplement Co. 395,sleep_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-10-05,None,undisclosed paid endorsement; promising results (prohibited qualifier); biodegradable false claim; review suppression; clinically demonstrated without RCT; fake reviews; may help support (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0396,Supplement Co. 396,probiotic_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,consent_order,2024-09-14,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); insider reviews undisclosed; Made in USA false claim; clinically demonstrated without RCT; may help support (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0397,Supplement Co. 397,digestive_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-03-25,None,results not typical disclaimer; insider reviews undisclosed; clinically demonstrated without RCT; Made in USA false claim,RCT required but not available,NO,RESOLVED
CO-0398,Supplement Co. 398,digestive_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-11-26,None,undisclosed paid endorsement; promising results (prohibited qualifier); biodegradable false claim; scientifically proven without evidence,RCT required but not available,NO,RESOLVED
CO-0399,Supplement Co. 399,digestive_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,voluntary_correction,2024-01-22,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); undisclosed paid endorsement,RCT required but not available,YES,OPEN
CO-0400,Supplement Co. 400,probiotic_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-10-27,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); Made in USA false claim; clinically demonstrated without RCT,RCT required but not available,NO,PENDING
CO-0401,Supplement Co. 401,sleep_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-04-03,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); insider reviews undisclosed,RCT required but not available,YES,OPEN
CO-0402,Supplement Co. 402,digestive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),3,51744.0,517440.0,civil_penalty_settlement,2024-05-10,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; insider reviews undisclosed; clinically demonstrated without RCT,RCT required but not available,YES,OPEN
CO-0403,Supplement Co. 403,energy_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,voluntary_correction,2024-06-06,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); fake reviews; undisclosed paid endorsement; Made in USA false claim; scientifically proven without evidence; may help support (prohibited qualifier); clinically demonstrated without RCT; preliminary studies (prohibited qualifier),RCT required but not available,YES,RESOLVED
