review_id,review_date,reviewer,document_reviewed,claim_id,claim_text_excerpt,claim_type,regulatory_section,ftc_citation,violation_detected,violation_category,severity,evidence_tier,rct_count,animal_studies,in_vitro_studies,prohibited_qualifier,proof_claim,disclosure_issue,recommended_action,action_taken,status,estimated_penalty_usd,review_notes
RV-0282,2026-06-08,Sarah Chen (Counsel),brand_guidelines.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,IN_REVIEW,51744.0,Review #282: prohibited_qualifier flagged in brand_guidelines.md by Sarah Chen
RV-0283,2026-05-26,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Referred to CCO,OPEN,51744.0,Review #283: proof_claim flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0284,2026-05-24,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Referred to CCO,OPEN,51744.0,Review #284: unsubstantiated_env_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0285,2026-05-31,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Resolved,OPEN,51744.0,Review #285: invalid_safe_harbor flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0286,2026-05-29,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Referred to CCO,ESCALATED,51744.0,Review #286: unqualified_general_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0287,2026-05-30,Compliance Counsel LLC,product_label_draft.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Pending legal sign-off,OPEN,51744.0,Review #287: unsubstantiated_env_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0288,2026-06-02,Dr. Rachel Kim (Science),ad_copy_social_media.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Flagged for revision,ESCALATED,51744.0,Review #288: undisclosed_material_connection flagged in ad_copy_social_media.md by Dr. Rachel Kim
RV-0289,2026-06-04,Dr. Rachel Kim (Science),brand_guidelines.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Pending legal sign-off,ESCALATED,51744.0,Review #289: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0290,2026-05-26,Compliance Counsel LLC,brand_guidelines.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Flagged for revision,IN_REVIEW,51744.0,Review #290: prohibited_qualifier flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0291,2026-05-28,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Under review,ESCALATED,51744.0,Review #291: unqualified_general_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0292,2026-05-28,Sarah Chen (Counsel),press_release_draft_v2.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Under review,IN_REVIEW,2000000.0,Review #292: false_origin_claim flagged in press_release_draft_v2.md by Sarah Chen
RV-0293,2026-06-07,Dr. Maria Santos (CCO),brand_guidelines.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,IN_REVIEW,51744.0,Review #293: prohibited_qualifier flagged in brand_guidelines.md by Dr. Maria Santos
RV-0294,2026-05-29,Sarah Chen (Counsel),ad_copy_social_media.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Pending legal sign-off,IN_REVIEW,51744.0,Review #294: proof_claim flagged in ad_copy_social_media.md by Sarah Chen
RV-0295,2026-06-01,Sarah Chen (Counsel),brand_guidelines.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Referred to CCO,OPEN,51744.0,Review #295: proof_claim flagged in brand_guidelines.md by Sarah Chen
RV-0296,2026-06-08,Compliance Counsel LLC,press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Flagged for revision,OPEN,2000000.0,Review #296: false_origin_claim flagged in press_release_draft_v1.md by Compliance Counsel LLC
RV-0297,2026-06-06,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Flagged for revision,RESOLVED,51744.0,Review #297: undisclosed_material_connection flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0298,2026-05-23,Dr. Rachel Kim (Science),brand_guidelines.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Flagged for revision,IN_REVIEW,51744.0,Review #298: proof_claim flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0299,2026-05-27,Sarah Chen (Counsel),product_label_draft.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Referred to CCO,RESOLVED,51744.0,Review #299: prohibited_qualifier flagged in product_label_draft.md by Sarah Chen
RV-0300,2026-06-02,Sarah Chen (Counsel),press_release_draft_v2.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Under review,ESCALATED,51744.0,Review #300: unsubstantiated_env_claim flagged in press_release_draft_v2.md by Sarah Chen
RV-0301,2026-06-01,Dr. Maria Santos (CCO),brand_guidelines.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,ESCALATED,51744.0,Review #301: prohibited_qualifier flagged in brand_guidelines.md by Dr. Maria Santos
RV-0302,2026-06-09,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Under review,RESOLVED,51744.0,Review #302: prohibited_qualifier flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0303,2026-06-01,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Flagged for revision,IN_REVIEW,51744.0,Review #303: proof_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0304,2026-05-24,Sarah Chen (Counsel),brand_guidelines.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Resolved,ESCALATED,2000000.0,Review #304: false_origin_claim flagged in brand_guidelines.md by Sarah Chen
RV-0305,2026-06-08,Compliance Counsel LLC,ad_copy_social_media.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Under review,IN_REVIEW,51744.0,Review #305: undisclosed_material_connection flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0306,2026-06-04,Compliance Counsel LLC,press_release_draft_v2.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Pending legal sign-off,OPEN,51744.0,Review #306: undisclosed_material_connection flagged in press_release_draft_v2.md by Compliance Counsel LLC
RV-0307,2026-05-22,Sarah Chen (Counsel),product_label_draft.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Flagged for revision,OPEN,51744.0,Review #307: prohibited_qualifier flagged in product_label_draft.md by Sarah Chen
RV-0308,2026-06-02,Sarah Chen (Counsel),press_release_draft_v2.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Referred to CCO,OPEN,51744.0,Review #308: prohibited_qualifier flagged in press_release_draft_v2.md by Sarah Chen
RV-0309,2026-06-09,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Under review,IN_REVIEW,51744.0,Review #309: undisclosed_material_connection flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0310,2026-06-09,Compliance Counsel LLC,press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Pending legal sign-off,RESOLVED,2000000.0,Review #310: false_origin_claim flagged in press_release_draft_v1.md by Compliance Counsel LLC
RV-0311,2026-05-21,Dr. Rachel Kim (Science),brand_guidelines.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Flagged for revision,RESOLVED,51744.0,Review #311: proof_claim flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0312,2026-05-28,Sarah Chen (Counsel),press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Flagged for revision,OPEN,2000000.0,Review #312: false_origin_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0313,2026-05-26,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Pending legal sign-off,OPEN,51744.0,Review #313: prohibited_qualifier flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0314,2026-05-25,Dr. Maria Santos (CCO),product_label_draft.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,RESOLVED,51744.0,Review #314: prohibited_qualifier flagged in product_label_draft.md by Dr. Maria Santos
RV-0315,2026-05-23,Dr. Maria Santos (CCO),product_label_draft.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Under review,RESOLVED,51744.0,Review #315: unsubstantiated_env_claim flagged in product_label_draft.md by Dr. Maria Santos
RV-0316,2026-05-23,Sarah Chen (Counsel),product_label_draft.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Resolved,OPEN,51744.0,Review #316: prohibited_qualifier flagged in product_label_draft.md by Sarah Chen
RV-0317,2026-06-05,Sarah Chen (Counsel),ad_copy_social_media.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Referred to CCO,OPEN,51744.0,Review #317: unsubstantiated_env_claim flagged in ad_copy_social_media.md by Sarah Chen
RV-0318,2026-05-27,Compliance Counsel LLC,ad_copy_social_media.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Flagged for revision,IN_REVIEW,51744.0,Review #318: prohibited_qualifier flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0319,2026-05-25,Sarah Chen (Counsel),ad_copy_social_media.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,ESCALATED,51744.0,Review #319: prohibited_qualifier flagged in ad_copy_social_media.md by Sarah Chen
RV-0320,2026-05-26,Dr. Rachel Kim (Science),brand_guidelines.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Referred to CCO,ESCALATED,51744.0,Review #320: unsubstantiated_env_claim flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0321,2026-05-21,Compliance Counsel LLC,press_release_draft_v1.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Pending legal sign-off,IN_REVIEW,51744.0,Review #321: undisclosed_material_connection flagged in press_release_draft_v1.md by Compliance Counsel LLC
RV-0322,2026-05-29,Dr. Rachel Kim (Science),brand_guidelines.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Pending legal sign-off,RESOLVED,51744.0,Review #322: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0323,2026-05-24,Compliance Counsel LLC,ad_copy_social_media.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Referred to CCO,RESOLVED,51744.0,Review #323: unsubstantiated_env_claim flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0324,2026-05-22,Sarah Chen (Counsel),brand_guidelines.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Referred to CCO,RESOLVED,51744.0,Review #324: unqualified_general_claim flagged in brand_guidelines.md by Sarah Chen
RV-0325,2026-05-28,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Flagged for revision,RESOLVED,2000000.0,Review #325: false_origin_claim flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0326,2026-06-03,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Under review,ESCALATED,51744.0,Review #326: invalid_safe_harbor flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0327,2026-05-21,Compliance Counsel LLC,product_label_draft.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Pending legal sign-off,ESCALATED,51744.0,Review #327: proof_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0328,2026-05-31,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Referred to CCO,OPEN,51744.0,Review #328: invalid_safe_harbor flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0329,2026-05-30,Dr. Rachel Kim (Science),product_label_draft.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Under review,IN_REVIEW,51744.0,Review #329: prohibited_qualifier flagged in product_label_draft.md by Dr. Rachel Kim
RV-0330,2026-05-26,Dr. Rachel Kim (Science),brand_guidelines.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Referred to CCO,ESCALATED,51744.0,Review #330: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0331,2026-06-03,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Resolved,ESCALATED,51744.0,Review #331: invalid_safe_harbor flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0332,2026-05-29,Compliance Counsel LLC,product_label_draft.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Resolved,RESOLVED,2000000.0,Review #332: false_origin_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0333,2026-05-21,Sarah Chen (Counsel),press_release_draft_v2.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,RESOLVED,51744.0,Review #333: prohibited_qualifier flagged in press_release_draft_v2.md by Sarah Chen
RV-0334,2026-06-02,Sarah Chen (Counsel),ad_copy_social_media.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Referred to CCO,OPEN,2000000.0,Review #334: false_origin_claim flagged in ad_copy_social_media.md by Sarah Chen
RV-0335,2026-06-04,Compliance Counsel LLC,press_release_draft_v2.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Resolved,ESCALATED,51744.0,Review #335: unsubstantiated_env_claim flagged in press_release_draft_v2.md by Compliance Counsel LLC
RV-0336,2026-05-31,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Pending legal sign-off,OPEN,51744.0,Review #336: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0337,2026-06-04,Sarah Chen (Counsel),press_release_draft_v1.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Under review,ESCALATED,51744.0,Review #337: unqualified_general_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0338,2026-05-25,Sarah Chen (Counsel),press_release_draft_v1.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Resolved,ESCALATED,51744.0,Review #338: invalid_safe_harbor flagged in press_release_draft_v1.md by Sarah Chen
RV-0339,2026-06-02,Compliance Counsel LLC,ad_copy_social_media.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,ESCALATED,51744.0,Review #339: prohibited_qualifier flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0340,2026-05-22,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Resolved,ESCALATED,51744.0,Review #340: proof_claim flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0341,2026-06-02,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Resolved,IN_REVIEW,51744.0,Review #341: prohibited_qualifier flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0342,2026-05-25,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Flagged for revision,ESCALATED,51744.0,Review #342: proof_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0343,2026-06-08,Sarah Chen (Counsel),brand_guidelines.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Pending legal sign-off,RESOLVED,51744.0,Review #343: unsubstantiated_env_claim flagged in brand_guidelines.md by Sarah Chen
RV-0344,2026-05-25,Dr. Rachel Kim (Science),brand_guidelines.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,ESCALATED,51744.0,Review #344: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0345,2026-05-24,Compliance Counsel LLC,product_label_draft.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Flagged for revision,ESCALATED,51744.0,Review #345: proof_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0346,2026-06-03,Compliance Counsel LLC,press_release_draft_v2.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Pending legal sign-off,IN_REVIEW,2000000.0,Review #346: false_origin_claim flagged in press_release_draft_v2.md by Compliance Counsel LLC
RV-0347,2026-05-25,Sarah Chen (Counsel),press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Referred to CCO,ESCALATED,2000000.0,Review #347: false_origin_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0348,2026-06-03,Sarah Chen (Counsel),press_release_draft_v1.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Flagged for revision,RESOLVED,51744.0,Review #348: undisclosed_material_connection flagged in press_release_draft_v1.md by Sarah Chen
RV-0349,2026-05-26,Compliance Counsel LLC,product_label_draft.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Resolved,ESCALATED,51744.0,Review #349: unsubstantiated_env_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0350,2026-06-03,Sarah Chen (Counsel),product_label_draft.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,OPEN,51744.0,Review #350: prohibited_qualifier flagged in product_label_draft.md by Sarah Chen
RV-0351,2026-05-26,Sarah Chen (Counsel),ad_copy_social_media.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Under review,ESCALATED,51744.0,Review #351: prohibited_qualifier flagged in ad_copy_social_media.md by Sarah Chen
RV-0352,2026-06-01,Dr. Rachel Kim (Science),brand_guidelines.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Under review,ESCALATED,51744.0,Review #352: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0353,2026-05-22,Sarah Chen (Counsel),brand_guidelines.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Flagged for revision,IN_REVIEW,51744.0,Review #353: proof_claim flagged in brand_guidelines.md by Sarah Chen
RV-0354,2026-06-07,Compliance Counsel LLC,press_release_draft_v2.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Pending legal sign-off,OPEN,51744.0,Review #354: prohibited_qualifier flagged in press_release_draft_v2.md by Compliance Counsel LLC
