order_id,symbol,side,quantity,aros_trigger_utc,aros_trigger_utc_wrong,expected_settlement_utc,actual_settlement_utc,delta_minutes,settlement_status
# Log entry 00424: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00425: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00426: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00427: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00428: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00429: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00430: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00431: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00432: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00433: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00434: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00435: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00436: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00437: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00438: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00439: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00440: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00441: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00442: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00443: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00444: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00445: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00446: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00447: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00448: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00449: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00450: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00451: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00452: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00453: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00454: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00455: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00456: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00457: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00458: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00459: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00460: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00461: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00462: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00463: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00464: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00465: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00466: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00467: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00468: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00469: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00470: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00471: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00472: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00473: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00474: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00475: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00476: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00477: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00478: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00479: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00480: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00481: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00482: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00483: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00484: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00485: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00486: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00487: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00488: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00489: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00490: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00491: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00492: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00493: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00494: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00495: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00496: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00497: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00498: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
# Log entry 00499: audit trail for regulatory review — ArtemisQ Capital AROS v4.2 incident 2024-11-03
