influencer_id,handle,platform,follower_count,post_date,campaign,disclosed_material_connection,disclosure_format,disclosure_position,post_reach,engagement_rate_pct,clicks,conversions,revenue_usd,claim_used,claim_compliant,ftc_issue_flag,penalty_risk_usd
INF-004,@fitnesswithmark,YouTube,125000,2027-01-04,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,49927,5.27,1372,23,1027.26,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-01-05,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,9644,8.1,592,23,948.59,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-01-09,ProBio+ Q8,NO,none,none,86507,3.64,2046,66,2670.17,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-01-09,ProBio+ Q8,NO,buried in hashtags,end_of_caption,5616,8.11,210,7,305.15,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-01-08,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,103529,7.99,3445,139,5615.06,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-01-09,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,33554,3.57,580,17,732.37,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-01-04,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,16467,6.0,509,22,932.9,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-01-17,ProBio+ Q8,NO,none,none,111778,4.52,2937,101,4118.82,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-01-14,ProBio+ Q8,NO,#giftedpartnership at hashtag end,end_of_caption,12401,3.17,252,5,217.91,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-01-16,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,30132,4.11,692,25,1064.12,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-01-11,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,30716,4.93,767,15,607.11,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-01-13,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,16477,7.59,709,31,1379.55,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-01-17,ProBio+ Q8,NO,none,none,49149,5.67,1463,54,2293.99,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-01-15,ProBio+ Q8,NO,buried in hashtags,end_of_caption,8121,7.69,374,5,209.78,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-01-14,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,181282,3.24,3178,43,1825.97,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-01-17,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,30472,4.95,927,37,1559.35,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-01-13,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,20253,6.92,765,19,813.99,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-01-19,ProBio+ Q8,NO,none,none,73745,3.73,1525,40,1709.57,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-01-24,ProBio+ Q8,NO,#giftedpartnership at hashtag end,end_of_caption,18762,6.36,534,23,965.07,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-01-24,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,30107,5.54,911,15,645.03,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-01-21,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,37502,2.1,358,8,338.87,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-01-21,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,7397,7.78,262,11,457.41,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-01-21,ProBio+ Q8,NO,none,none,88542,6.75,3105,71,3133.33,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-01-22,ProBio+ Q8,NO,buried in hashtags,end_of_caption,8314,5.57,273,3,124.94,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-01-18,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,182915,5.71,7506,269,11682.73,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-01-18,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,28958,3.58,686,30,1286.47,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-01-19,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,20153,5.71,538,17,732.51,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-01-31,ProBio+ Q8,NO,none,none,75256,7.31,2733,84,3653.38,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-01-26,ProBio+ Q8,NO,#giftedpartnership at hashtag end,end_of_caption,6538,3.9,117,4,168.17,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-01-31,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,22507,4.96,825,29,1262.05,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-01-29,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,26525,3.98,701,20,831.18,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-01-26,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,10940,5.37,363,12,531.94,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-01-30,ProBio+ Q8,NO,none,none,67912,6.45,2821,51,2102.35,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-01-29,ProBio+ Q8,NO,buried in hashtags,end_of_caption,6707,8.11,431,16,696.23,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-01-30,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,148936,3.92,3149,134,5891.58,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-01-27,ProBio+ Q8,YES,Verbal+on-screen first 30s,beginning_of_video,20797,5.64,724,30,1258.88,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-01-27,ProBio+ Q8,YES,#ad at beginning,beginning_of_caption,24001,7.19,890,19,827.65,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-02-03,ProBio+ Q9,NO,none,none,121752,6.2,5276,100,4412.98,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-02-03,ProBio+ Q9,NO,#giftedpartnership at hashtag end,end_of_caption,18056,6.46,530,17,729.71,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-02-02,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,11152,7.86,429,8,323.93,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-02-03,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,45650,2.47,798,9,384.68,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-02-02,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,10338,8.06,626,17,696.78,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-02-03,ProBio+ Q9,NO,none,none,48777,6.13,2281,34,1457.26,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-02-05,ProBio+ Q9,NO,buried in hashtags,end_of_caption,10404,7.5,323,13,547.03,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-02-07,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,83527,7.96,5311,133,5648.1,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-02-06,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,38600,8.0,2318,28,1199.23,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-02-01,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,23569,4.04,553,18,767.01,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-02-09,ProBio+ Q9,NO,none,none,115515,4.94,2722,42,1713.7,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-02-11,ProBio+ Q9,NO,#giftedpartnership at hashtag end,end_of_caption,14468,6.61,387,8,331.72,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-02-13,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,25459,2.98,563,23,1014.87,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-02-12,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,31047,4.49,610,27,1144.19,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-02-09,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,5777,4.37,146,3,124.91,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-02-12,ProBio+ Q9,NO,none,none,72639,1.88,903,31,1249.32,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-02-08,ProBio+ Q9,NO,buried in hashtags,end_of_caption,8109,2.87,156,6,266.57,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-02-14,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,100236,2.59,1989,43,1851.71,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-02-09,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,38474,5.0,1119,49,2051.05,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-02-13,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,17312,4.95,527,17,698.39,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-02-16,ProBio+ Q9,NO,none,none,100919,5.79,4177,122,5200.97,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-02-17,ProBio+ Q9,NO,#giftedpartnership at hashtag end,end_of_caption,7284,5.58,172,5,212.59,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-02-19,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,20992,2.9,451,11,477.31,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-02-20,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,40618,2.41,591,22,929.66,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-02-19,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,10435,5.58,363,12,498.37,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-02-15,ProBio+ Q9,NO,none,none,53219,7.27,2701,83,3337.97,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-02-17,ProBio+ Q9,NO,buried in hashtags,end_of_caption,10083,5.43,232,9,404.29,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-02-18,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,65722,4.54,2111,78,3500.77,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-02-20,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,38643,4.31,1260,33,1470.99,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-02-18,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,14448,6.37,611,18,778.64,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-02-24,ProBio+ Q9,NO,none,none,52893,8.45,2490,40,1795.34,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-02-28,ProBio+ Q9,NO,#giftedpartnership at hashtag end,end_of_caption,6343,1.95,64,2,85.42,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-02-26,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,17805,3.34,347,5,204.66,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-02-27,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,47455,2.02,636,20,893.42,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-02-22,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,8443,2.25,121,3,130.05,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-02-28,ProBio+ Q9,NO,none,none,32591,6.76,1235,24,985.83,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-02-28,ProBio+ Q9,NO,buried in hashtags,end_of_caption,10718,2.74,234,4,178.29,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-02-26,ProBio+ Q9,YES,Ad: at beginning,beginning_of_caption,101216,5.81,3934,88,3651.9,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-02-23,ProBio+ Q9,YES,Verbal+on-screen first 30s,beginning_of_video,39222,5.29,1173,24,1026.57,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-02-26,ProBio+ Q9,YES,#ad at beginning,beginning_of_caption,22765,7.91,1171,30,1274.04,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-03-03,ProBio+ Q10,NO,none,none,123255,6.3,5546,124,5216.88,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-03-02,ProBio+ Q10,NO,#giftedpartnership at hashtag end,end_of_caption,10078,3.03,187,3,123.35,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-03-07,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,24453,7.2,1348,41,1837.99,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-03-05,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,38624,4.4,853,19,767.32,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-03-04,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,15357,2.42,256,4,165.33,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-03-06,ProBio+ Q10,NO,none,none,65635,2.06,580,22,944.41,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-03-06,ProBio+ Q10,NO,buried in hashtags,end_of_caption,8894,5.01,333,7,313.43,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-03-01,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,87979,3.07,1881,68,2975.79,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-03-02,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,31564,6.52,1149,22,915.16,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-03-03,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,14530,5.38,425,8,340.43,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-03-11,ProBio+ Q10,NO,none,none,82593,7.18,4085,151,6280.27,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-03-09,ProBio+ Q10,NO,#giftedpartnership at hashtag end,end_of_caption,10970,4.57,313,6,244.32,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-03-10,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,21329,5.71,837,18,737.48,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-03-09,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,32993,7.38,1460,49,2127.3,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-03-10,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,14402,5.07,503,18,761.29,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-03-13,ProBio+ Q10,NO,none,none,76921,2.93,1550,43,1916.7,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-03-12,ProBio+ Q10,NO,buried in hashtags,end_of_caption,12518,8.21,626,24,968.68,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-03-14,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,144391,6.92,5644,224,9216.97,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-03-13,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,17187,3.27,327,4,172.71,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-03-12,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,23310,6.22,589,17,714.79,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-03-15,ProBio+ Q10,NO,none,none,88015,3.64,2534,31,1365.73,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-03-20,ProBio+ Q10,NO,#giftedpartnership at hashtag end,end_of_caption,11725,8.1,447,18,767.01,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-03-16,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,14011,5.33,542,11,461.72,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-03-17,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,54723,4.88,1327,46,1908.53,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-03-21,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,15365,6.18,705,26,1051.9,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-03-18,ProBio+ Q10,NO,none,none,52103,4.99,1702,59,2383.8,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-03-21,ProBio+ Q10,NO,buried in hashtags,end_of_caption,7844,7.06,346,13,526.07,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-03-19,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,175407,3.34,4455,155,6637.71,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-03-17,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,14429,2.3,255,10,428.08,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-03-15,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,11209,7.5,341,6,244.27,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-03-28,ProBio+ Q10,NO,none,none,103686,4.47,1996,34,1400.54,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-03-28,ProBio+ Q10,NO,#giftedpartnership at hashtag end,end_of_caption,17002,6.34,664,16,699.02,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-03-28,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,30141,6.65,1203,53,2133.7,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-03-25,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,27455,2.31,407,13,558.58,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-03-28,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,9420,6.05,406,10,411.31,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-03-26,ProBio+ Q10,NO,none,none,85603,4.69,2697,91,3678.08,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-03-26,ProBio+ Q10,NO,buried in hashtags,end_of_caption,6681,3.45,98,2,83.78,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-03-28,ProBio+ Q10,YES,Ad: at beginning,beginning_of_caption,140150,6.76,4989,77,3081.23,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-03-24,ProBio+ Q10,YES,Verbal+on-screen first 30s,beginning_of_video,24941,6.9,758,11,463.59,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-03-26,ProBio+ Q10,YES,#ad at beginning,beginning_of_caption,17403,4.53,323,7,283.19,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-04-02,ProBio+ Q11,NO,none,none,109819,7.59,3375,86,3774.18,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-04-03,ProBio+ Q11,NO,#giftedpartnership at hashtag end,end_of_caption,17654,7.86,1097,33,1347.65,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-04-01,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,13557,3.6,247,4,163.3,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-03-31,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,34541,5.04,749,15,618.34,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-04-03,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,11352,5.93,392,6,240.14,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-04-01,ProBio+ Q11,NO,none,none,49433,5.96,2126,48,1999.86,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-04-04,ProBio+ Q11,NO,buried in hashtags,end_of_caption,11117,6.16,436,9,387.05,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-04-03,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,86625,3.91,2661,116,4807.88,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-04-03,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,29908,8.28,1765,40,1655.66,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-04-04,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,14733,2.56,235,7,299.03,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-04-10,ProBio+ Q11,NO,none,none,108381,1.98,1482,63,2585.41,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-04-11,ProBio+ Q11,NO,#giftedpartnership at hashtag end,end_of_caption,9970,6.44,467,17,714.61,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-04-08,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,12943,3.83,248,4,168.42,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-04-08,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,21523,8.44,1074,27,1148.12,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-04-11,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,13585,5.44,529,12,533.61,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-04-09,ProBio+ Q11,NO,none,none,64972,7.93,2286,46,1992.42,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-04-06,ProBio+ Q11,NO,buried in hashtags,end_of_caption,9634,2.1,160,5,209.94,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-04-11,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,102785,7.13,3241,49,2013.9,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-04-10,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,26896,5.69,964,25,1048.64,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-04-11,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,19462,6.43,576,25,1060.1,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-04-14,ProBio+ Q11,NO,none,none,78315,8.24,2880,123,5005.9,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-04-14,ProBio+ Q11,NO,#giftedpartnership at hashtag end,end_of_caption,10622,7.05,455,10,404.78,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-04-17,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,24234,3.94,496,19,770.74,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-04-18,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,31615,2.53,575,24,1048.62,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-04-16,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,7688,2.87,137,5,205.75,Supports immune health naturally,YES,NO,0.0
